Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
JOB250002424;Conducteur d'Engin;1;"Commerce, Vente, Marketing & Distribution";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/10/2025;Octobre;T4
JOB250002425;MAGASINIER ;1;"Transport, Logistique & Supply Chain";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/10/2025;Octobre;T4
JOB250002678;Conducteur d'Engin;1;"Commerce, Vente, Marketing & Distribution";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/11/2025;Novembre;T4
NONREF000039;Assistante comptable;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MSA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/1/2025;Janvier;T1
JOB250001009;COMMERCIAL ;1;"Communication, Médias & Événementiel";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;29/4/2025;Avril;T2
JOB250002127;COORDINATEUR ITINERAIRE ET INTERCONNEXION;1;"Informatique, Data, Télécommunications & Digital";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002363;DIRECTEUR COMMERCIAL (VENTE & DISTRIBUTION) ;1;"Commerce, Vente, Marketing & Distribution";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;7/10/2025;Octobre;T4
JOB250002520;Coordinateur large Entreprise;1;"Communication, Médias & Événementiel";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;27/10/2025;Octobre;T4
JOB250002521;MANAGER BRAND & ADVERTISING;1;"Informatique, Data, Télécommunications & Digital";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;27/10/2025;Octobre;T4
JOB250002554;Responsable communication et marketing;1;"Informatique, Data, Télécommunications & Digital";MTN CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/11/2025;Novembre;T4
JOB250000940;Chef d'Agence ;1;Immobilier;NBY IMMOBILIER CONSEILS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;16/4/2025;Avril;T2
JOB250001576;OFFICE MANAGER;1;"Énergie, Environnement & Eau";Néa Imboulou;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/7/2025;Juillet;T3
JOB250002487;Assistant Comptable et Financière;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";NEEDLEWORK AND BUSINESS CORPORATION;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;23/10/2025;Octobre;T4
JOB250002832;Chargé d'Affaires;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";NEEDLEWORK AND BUSINESS CORPORATION;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/12/2025;Décembre;T4
JOB250000893;INFIRMIER D'ETAT GENERALISTE BILINGUE ;1;"Santé, Pharmacie & Recherche Scientifique";NETCO CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;24/3/2025;Mars;T1
JOB250001631;COMMERCIAL SENIOR;1;"Conseil, Stratégie & Gestion des Ressources Humaines";NMJ  ALLOWANCE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/7/2025;Juillet;T3
NONREF000106;Assistant RAF;1;"Tourisme, Loisirs & Voyages";NOE PARC NATIONAL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/2/2025;Février;T1
NONREF000205;Resp du départelent dpt cnautaire;1;"Tourisme, Loisirs & Voyages";NOE PARC NATIONAL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/2/2025;Février;T1
NONREF000217;Responsable P M Logistique;1;"Tourisme, Loisirs & Voyages";NOE PARC NATIONAL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/2/2025;Février;T1
JOB250001940;Country manager;1;"Commerce, Vente, Marketing & Distribution";NOKI NOKI SERVICES SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250001942;Directeur des Opérations;1;"Commerce, Vente, Marketing & Distribution";NOKI NOKI SERVICES SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250001949;Responsable Logistique;1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250002029;Agent Call Center (Compte client) ;2;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/8/2025;Août;T3
JOB250002030;Agent Call Center ( Particulier) ;1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/8/2025;Août;T3
JOB250002031;Assistant Logistique Support ;1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/8/2025;Août;T3
JOB250002045;Assistant Logistique ( Stockage);1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/8/2025;Août;T3
JOB250002048;CAISSIER;1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/8/2025;Août;T3
JOB250002051;ChargéE-Commerce;1;"Transport, Logistique & Supply Chain";NOKI NOKI SERVICES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/8/2025;Août;T3
JOB250002191;RESPONSABLECONTROLE DE GESTION ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";NSIA ASSURANCES;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002192;PRODUCTEUR;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";NSIA ASSURANCES;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002194;RESPONSABLE TECHNIQUE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";NSIA ASSURANCES;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;10/9/2025;Septembre;T3
JOB250002565;Commercial B2B- Plateforme de Fidélité;1;"Commerce, Vente, Marketing & Distribution";NYOTA;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/11/2025;Novembre;T4
JOB250002320;ASSISTANT COMPTABLE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";OCEAN CREWING CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/9/2025;Septembre;T3
JOB250001269;Chauffeur ;40;"Commerce, Vente, Marketing & Distribution";OCEAN DU NORD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;28/5/2025;Mai;T2
JOB250001182;DIRECTEUR TECHNIQUE ADJOINTE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";OLEA CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/5/2025;Mai;T2
JOB250000880;Coordonnateur Filières Vertes et conflits Homme Faune;1;"Énergie, Environnement & Eau";ONG NOE;Organisations / ONG;Kouilou;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250001629;ASSISTANT ACHATS ET LOGISTIQUE;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ONG NOE;Organisations / ONG;Kouilou;Emploi Temporaire;CDD;7/7/2025;Juillet;T3
JOB250001925;Agent d'entretien ;1;Nettoyage & Blanchisserie;ONG NOE;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;12/8/2025;Août;T3
JOB250002745;Technicien Filières Vertes;1;"Énergie, Environnement & Eau";ONG NOE;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;27/11/2025;Novembre;T4
NONREF000033;Assistant technique;1;"Tourisme, Loisirs & Voyages";PARC NATIONAL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/1/2025;Janvier;T1
NONREF000164;Logisticienne;1;"Tourisme, Loisirs & Voyages";PARC NATIONAL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/1/2025;Janvier;T1
JOB250001656;Business Development Manager;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;10/7/2025;Juillet;T3
JOB250001658;Assistant QC Peinture;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/7/2025;Juillet;T3
JOB250001659;Responsable Administratif et Financier;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;11/7/2025;Juillet;T3
JOB250002197;CSO-Country Security Officer ( Responsable Sureté);1;"Sécurité, Sûreté & Défense";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/9/2025;Septembre;T3
JOB250002353;Chef de Projet Marine;1;"Pétrole, Gaz & Hydrocarbures";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/10/2025;Octobre;T4
JOB250002354;Assistant Technique Marine;1;"Pétrole, Gaz & Hydrocarbures";PARLYM INTERNATIONAL CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/10/2025;Octobre;T4
JOB250000994;DIRECTEUR ADMINISTRATIF ET FINANCIER;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250000995;Réceptionniste ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250000996;Assistant de Direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250000997;INGENIEUR GEOLOGUE;1;"Pétrole, Gaz & Hydrocarbures";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250000998;Chef comptable;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250000999;Assistant Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250001000;Chauffeur ;1;"Transport, Logistique & Supply Chain";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250001001;INGENIEUR INFORMATICIEN;1;"Informatique, Data, Télécommunications & Digital";PETROCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;25/4/2025;Avril;T2
JOB250001438;RESPONSABLE MARKETING ET COMMERCIAL;1;"Commerce, Vente, Marketing & Distribution";PETROPIPE CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/6/2025;Juin;T2
JOB250002151;VENDEUR EN PHARMACIE ;1;"Santé, Pharmacie & Recherche Scientifique";Pharmacie Banque de Vie;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
NONREF000035;Assistante;1;"Santé, Pharmacie & Recherche Scientifique";PHARMACIE CROIX DU SUD;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;29/1/2025;Janvier;T1
NONREF000053;Auxiliaires en pharmacie;5;"Santé, Pharmacie & Recherche Scientifique";PHARMACIE CROIX DU SUD;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;29/1/2025;Janvier;T1
JOB250002020;Auxiliaire en Pharmacie;1;"Santé, Pharmacie & Recherche Scientifique";Pharmacie Croix du Sud ;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250002473;Auxiliaire en Pharmacie;1;"Santé, Pharmacie & Recherche Scientifique";Pharmacie Croix du Sud ;Organisations / ONG;POINTE-NOIRE;Emploi Temporaire;CDD;22/10/2025;Octobre;T4
JOB250001113;Preparateur en pharmacie ;1;"Santé, Pharmacie & Recherche Scientifique";Pharmacie DAFFE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;12/5/2025;Mai;T2
JOB250001120;Vendeur en Pharmacie ;1;"Santé, Pharmacie & Recherche Scientifique";Pharmacie DAFFE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;12/5/2025;Mai;T2
JOB250001012;Vendeur en Pharmacie ;1;"Santé, Pharmacie & Recherche Scientifique";pharmacie Galien;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;29/4/2025;Avril;T2
JOB250002510;TRADUCTEUR-COORDINATEUR;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/10/2025;Octobre;T4
JOB250002512;Directeur des Opérations;1;ONG & Social;PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;24/10/2025;Octobre;T4
JOB250002513;CONSEILLER DU DIRECTEUR GENERAL;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;24/10/2025;Octobre;T4
JOB250002517;Directeur des Opérations;1;ONG & Social;PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;27/10/2025;Octobre;T4
JOB250002518;CONSEILLER DU DIRECTEUR GENERAL;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;27/10/2025;Octobre;T4
JOB250002519;TRADUCTEUR-COORDINATEUR;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PIPELINE DU CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;27/10/2025;Octobre;T4
JOB250000895;Directeur Général;1;"Industrie, Production & Maintenance";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;25/3/2025;Mars;T1
JOB250000896;RESPONSABLE DE L'ENVIRONNEMENT DU SOCIAL ET DE LA GOUVERNANCE;1;"Industrie, Production & Maintenance";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/3/2025;Mars;T1
JOB250001695;Superviseur Projet;1;"Commerce, Vente, Marketing & Distribution";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/7/2025;Juillet;T3
JOB250001711;RESPONSABLE FINANCIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/7/2025;Juillet;T3
JOB250001772;RESPONSABLE FINANCIER;1;"Industrie, Production & Maintenance";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;Kouilou;Emploi Temporaire;CDD;25/7/2025;Juillet;T3
JOB250002511;Assistant Corporate;1;"Commerce, Vente, Marketing & Distribution";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/10/2025;Octobre;T4
JOB250002514;Assistant Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;LOANGO;Emploi Temporaire;CDD;24/10/2025;Octobre;T4
JOB250002525;Architecte;1;"Informatique, Data, Télécommunications & Digital";PLATEFORMES INDUSTRIELLES DU CONGO PIC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/10/2025;Octobre;T4
JOB250000872;SUPERVISEUR YARD;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PLP (PROSPER LESTER & PARTNERS );Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250000875;AGENT ADMINISTRATIF;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PLP (PROSPER LESTER & PARTNERS );Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250001530;COMPTABLE FISCALISTE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PLP (PROSPER LESTER & PARTNERS );Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;26/6/2025;Juin;T2
JOB250002103;Consultant Juridique et Fiscal;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PLP (PROSPER LESTER & PARTNERS );Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;2/9/2025;Septembre;T3
JOB250002748;Consultant Juridique et Fiscal;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PLP (PROSPER LESTER & PARTNERS );Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;1/12/2025;Décembre;T4
JOB250001571;TECHNICIEN DE LABORATOIRE BIOMEDICAL;1;"Santé, Pharmacie & Recherche Scientifique";POLYCLINIQUE PRODIGE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/7/2025;Juillet;T3
JOB250000881;Grutiers;1;"Transport, Logistique & Supply Chain";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250000882;OPERATEUR;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250001018;RESPONSABLE DE RESOURCE HUMAINES;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;30/4/2025;Avril;T2
JOB250001381;Chargé d'Affaire;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001538;SUPERVISEUR MGO;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/6/2025;Juin;T2
JOB250001539;SUPERVISEURSTRUCTURE;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/6/2025;Juin;T2
JOB250001540;SUPERVISEUR;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/6/2025;Juin;T2
JOB250002682;Chef d'equipe;1;"Industrie, Production & Maintenance";PONTICELLI CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/11/2025;Novembre;T4
JOB250002140;Planificateur;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002142;Conducteur de Travaux Génie Civil;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002143;Directeur de Site;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002144;Responsable Logistique;1;"Transport, Logistique & Supply Chain";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002146;ResponsableMécanique;1;"Industrie, Production & Maintenance";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002148;"ResponsableHSSE (Hygiène, Santé, Sécurité et Environnement)";1;"Assurance Qualité, Contrôle, Testing (QHSE)";POWERMAN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/9/2025;Septembre;T3
JOB250002312;LOGISTICIEN;1;"Informatique, Data, Télécommunications & Digital";PRESTIGE CONCEPT;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;26/9/2025;Septembre;T3
JOB250001323;Directeur Général;1;"Industrie, Production & Maintenance";PREZIOSO CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/6/2025;Juin;T2
JOB250002246;PEINTRE INDUSTRIEL;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";PREZIOSO CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/9/2025;Septembre;T3
NONREF000105;Comptable transitaire;1;Agriculture & Industrie Agroalimentaire;PRIMA MARKET CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/1/2025;Janvier;T1
JOB250001239;Fiscaliste;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PRIMA-MARKET CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;26/5/2025;Mai;T2
JOB250002804;COMPTABLE SPECIALISTE DES RAPPROCHEMENTS;1;Divers ;PRIMA-MARKET CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;11/12/2025;Décembre;T4
JOB250002805;Assistant de Direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PRIMA-MARKET CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;11/12/2025;Décembre;T4
JOB250002806;Archiviste;1;"Pétrole, Gaz & Hydrocarbures";PRIMA-MARKET CONGO ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;11/12/2025;Décembre;T4
JOB250001275;Directeur Général;1;"Commerce, Vente, Marketing & Distribution";PROGLASS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/5/2025;Mai;T2
JOB250001298;SECRETAIRE DE DIRECTION ;1;"Commerce, Vente, Marketing & Distribution";PROGLASS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001299;COMPTABLE FISCALISTE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PROGLASS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001375;VITRIER ;1;"Commerce, Vente, Marketing & Distribution";PROGLASS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250002665;Coordinateur Commissionning;1;"Pétrole, Gaz & Hydrocarbures";PROJETS TECHNIQUES CONGO (PROTECO);Projets et Programmes;POINTE-NOIRE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
NONREF000112;Country manager;1;"Industrie, Production & Maintenance";PROMAR;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;2/1/2025;Janvier;T1
JOB250001297;COMPTABLE FISCALISTE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";PROPHARMA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001413;SECRETAIRE DE DIRECTION ;1;"Santé, Pharmacie & Recherche Scientifique";PROPHARMA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/6/2025;Juin;T2
JOB250001714;DELEGUE MEDICAL;1;"Commerce, Vente, Marketing & Distribution";PROPHARMA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/7/2025;Juillet;T3
JOB250002506;Chauffeur ;1;"Transport, Logistique & Supply Chain";PROPHARMA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/10/2025;Octobre;T4
JOB250000987;Assistant déclarant en douane;1;"Transport, Logistique & Supply Chain";PROSAAC;Entreprise Privée;POINTE-NOIRE;Alternance;Contrat d'apprentissage;24/4/2025;Avril;T2
STG250000989;Assistant déclarant en douane;1;"Transport, Logistique & Supply Chain";PROSAAC;Entreprise Privée;MAYOKO;Stages Classiques;Stage professionnel;24/4/2025;Avril;T2
STG250000988;Assistante de direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PROSAAC;Entreprise Privée;MAYOKO;Stages Classiques;Stage professionnel;24/4/2025;Avril;T2
STG250002322;Commercial;1;"Commerce, Vente, Marketing & Distribution";PROSAAC;Entreprise Privée;MAYOKO;Stages Classiques;Stage professionnel;30/9/2025;Septembre;T3
STG250002321;Assistante de Direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PROSAAC;Entreprise Privée;POINTE-NOIRE;Stages Classiques;Stage professionnel;30/9/2025;Septembre;T3
NONREF000029;Assistant du manager de projet;1;"Conseil, Stratégie & Gestion des Ressources Humaines";PROTECO DFC;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/2/2025;Février;T1
JOB250000897;Directeur Commercial;1;"Commerce, Vente, Marketing & Distribution";Puma International Congo;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;26/3/2025;Mars;T1
JOB250000898;Représentant du service à la clientèle;1;Gestion Administrative;Puma International Congo;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;26/3/2025;Mars;T1
JOB250000913;Tax Manager;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";Puma International Congo;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;1/4/2025;Avril;T2
JOB250002646;SALES REPRESENTATIVE;1;"Commerce, Vente, Marketing & Distribution";Puma International Congo;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;14/11/2025;Novembre;T4
